Level,year,re288_state,base_state,Outs,Balls,Strikes,n_obs,run_expectancy
D3,2023,100|1|3-2,100,1,3,2,105,0.8095238095238095
D3,2023,100|2|0-0,100,2,0,0,685,0.28613138686131384
D3,2023,100|2|0-1,100,2,0,1,308,0.2305194805194805
D3,2023,100|2|0-2,100,2,0,2,150,0.13333333333333333
D3,2023,100|2|1-0,100,2,1,0,274,0.3759124087591241
D3,2023,100|2|1-1,100,2,1,1,226,0.33185840707964603
D3,2023,100|2|1-2,100,2,1,2,184,0.14130434782608695
D3,2023,100|2|2-0,100,2,2,0,99,0.47474747474747475
D3,2023,100|2|2-1,100,2,2,1,139,0.3669064748201439
D3,2023,100|2|2-2,100,2,2,2,178,0.2640449438202247
D3,2023,100|2|3-0,100,2,3,0,32,0.90625
D3,2023,100|2|3-1,100,2,3,1,48,0.6041666666666666
D3,2023,100|2|3-2,100,2,3,2,85,0.3411764705882353
D3,2023,101|0|0-0,101,0,0,0,22,2.272727272727273
D3,2023,101|0|0-1,101,0,0,1,14,2.4285714285714284
D3,2023,101|0|0-2,101,0,0,2,6,3.3333333333333335
D3,2023,101|0|1-0,101,0,1,0,7,1.7142857142857142
D3,2023,101|0|1-1,101,0,1,1,9,2.0
D3,2023,101|0|1-2,101,0,1,2,7,1.2857142857142858
D3,2023,101|0|2-1,101,0,2,1,3,3.0
D3,2023,101|0|2-2,101,0,2,2,4,1.75
D3,2023,101|0|3-1,101,0,3,1,2,3.5
D3,2023,101|0|3-2,101,0,3,2,5,1.2
D3,2023,101|1|0-0,101,1,0,0,47,1.4680851063829787
D3,2023,101|1|0-1,101,1,0,1,27,1.4814814814814814
D3,2023,101|1|0-2,101,1,0,2,17,1.1176470588235294
D3,2023,101|1|1-0,101,1,1,0,18,1.6111111111111112
D3,2023,101|1|1-1,101,1,1,1,19,1.6842105263157894
D3,2023,101|1|1-2,101,1,1,2,21,1.5238095238095237
D3,2023,101|1|2-0,101,1,2,0,9,1.8888888888888888
D3,2023,101|1|2-1,101,1,2,1,13,1.6923076923076923
D3,2023,101|1|2-2,101,1,2,2,22,1.7727272727272727
D3,2023,101|1|3-0,101,1,3,0,4,1.75
D3,2023,101|1|3-1,101,1,3,1,5,2.4
D3,2023,101|1|3-2,101,1,3,2,10,2.0
D3,2023,101|2|0-0,101,2,0,0,40,0.75
D3,2023,101|2|0-1,101,2,0,1,18,0.4444444444444444
D3,2023,101|2|0-2,101,2,0,2,6,0.5
D3,2023,101|2|1-0,101,2,1,0,23,1.173913043478261
D3,2023,101|2|1-1,101,2,1,1,27,0.5185185185185185
D3,2023,101|2|1-2,101,2,1,2,13,0.7692307692307693
D3,2023,101|2|2-0,101,2,2,0,9,1.6666666666666667
D3,2023,101|2|2-1,101,2,2,1,18,0.7222222222222222
D3,2023,101|2|2-2,101,2,2,2,14,0.9285714285714286
D3,2023,101|2|3-0,101,2,3,0,3,3.0
D3,2023,101|2|3-1,101,2,3,1,9,0.7777777777777778
D3,2023,101|2|3-2,101,2,3,2,12,0.16666666666666666
D3,2023,110|0|0-0,110,0,0,0,219,1.9726027397260273
D3,2023,110|0|0-1,110,0,0,1,91,1.6593406593406594
D3,2023,110|0|0-2,110,0,0,2,30,1.8333333333333333
D3,2023,110|0|1-0,110,0,1,0,89,2.269662921348315
D3,2023,110|0|1-1,110,0,1,1,88,1.8863636363636365
D3,2023,110|0|1-2,110,0,1,2,64,2.28125
D3,2023,110|0|2-0,110,0,2,0,26,2.4615384615384617
D3,2023,110|0|2-1,110,0,2,1,40,2.3
D3,2023,110|0|2-2,110,0,2,2,46,2.0652173913043477
D3,2023,110|0|3-0,110,0,3,0,11,2.090909090909091
D3,2023,110|0|3-1,110,0,3,1,16,1.6875
D3,2023,110|0|3-2,110,0,3,2,16,2.1875
D3,2023,110|1|0-0,110,1,0,0,385,1.1714285714285715
D3,2023,110|1|0-1,110,1,0,1,154,1.155844155844156
D3,2023,110|1|0-2,110,1,0,2,84,1.0
D3,2023,110|1|1-0,110,1,1,0,168,1.1369047619047619
D3,2023,110|1|1-1,110,1,1,1,121,1.0578512396694215
D3,2023,110|1|1-2,110,1,1,2,102,0.9705882352941176
D3,2023,110|1|2-0,110,1,2,0,64,0.9375
D3,2023,110|1|2-1,110,1,2,1,54,0.9074074074074074
D3,2023,110|1|2-2,110,1,2,2,67,1.0746268656716418
D3,2023,110|1|3-0,110,1,3,0,31,0.9032258064516129
D3,2023,110|1|3-1,110,1,3,1,41,0.9024390243902439
D3,2023,110|1|3-2,110,1,3,2,49,1.2040816326530612
D3,2023,110|2|0-0,110,2,0,0,447,0.5436241610738255
D3,2023,110|2|0-1,110,2,0,1,177,0.4350282485875706
D3,2023,110|2|0-2,110,2,0,2,97,0.27835051546391754
D3,2023,110|2|1-0,110,2,1,0,205,0.6585365853658537
D3,2023,110|2|1-1,110,2,1,1,167,0.6407185628742516
D3,2023,110|2|1-2,110,2,1,2,116,0.5603448275862069
D3,2023,110|2|2-0,110,2,2,0,67,0.7014925373134329
D3,2023,110|2|2-1,110,2,2,1,84,0.6547619047619048
D3,2023,110|2|2-2,110,2,2,2,98,0.6122448979591837
D3,2023,110|2|3-0,110,2,3,0,24,0.75
D3,2023,110|2|3-1,110,2,3,1,39,0.717948717948718
D3,2023,110|2|3-2,110,2,3,2,71,0.38028169014084506
D3,2023,111|0|0-0,111,0,0,0,51,2.549019607843137
D3,2023,111|0|0-1,111,0,0,1,20,3.25
D3,2023,111|0|0-2,111,0,0,2,10,2.7
D3,2023,111|0|1-0,111,0,1,0,20,2.05
D3,2023,111|0|1-1,111,0,1,1,20,3.05
D3,2023,111|0|1-2,111,0,1,2,14,2.5
D3,2023,111|0|2-0,111,0,2,0,5,1.8
D3,2023,111|0|2-1,111,0,2,1,9,2.6666666666666665
D3,2023,111|0|2-2,111,0,2,2,15,3.1333333333333333
D3,2023,111|0|3-0,111,0,3,0,3,2.0
D3,2023,111|0|3-1,111,0,3,1,7,1.8571428571428572
D3,2023,111|0|3-2,111,0,3,2,8,2.0
D3,2023,111|1|0-0,111,1,0,0,132,1.6742424242424243
D3,2023,111|1|0-1,111,1,0,1,56,1.6071428571428572
D3,2023,111|1|0-2,111,1,0,2,25,0.88
D3,2023,111|1|1-0,111,1,1,0,49,1.7755102040816326
D3,2023,111|1|1-1,111,1,1,1,46,2.130434782608696
D3,2023,111|1|1-2,111,1,1,2,29,1.6551724137931034
D3,2023,111|1|2-0,111,1,2,0,13,2.0
D3,2023,111|1|2-1,111,1,2,1,25,2.44
D3,2023,111|1|2-2,111,1,2,2,34,2.235294117647059
D3,2023,111|1|3-0,111,1,3,0,5,2.0
D3,2023,111|1|3-1,111,1,3,1,12,2.6666666666666665
D3,2023,111|1|3-2,111,1,3,2,12,1.6666666666666667
D3,2023,111|2|0-0,111,2,0,0,151,0.9933774834437086
D3,2023,111|2|0-1,111,2,0,1,60,0.85
D3,2023,111|2|0-2,111,2,0,2,33,0.3939393939393939
D3,2023,111|2|1-0,111,2,1,0,74,1.0945945945945945
D3,2023,111|2|1-1,111,2,1,1,57,1.1929824561403508
D3,2023,111|2|1-2,111,2,1,2,31,1.064516129032258
D3,2023,111|2|2-0,111,2,2,0,26,1.1538461538461537
D3,2023,111|2|2-1,111,2,2,1,40,1.1
D3,2023,111|2|2-2,111,2,2,2,42,1.0
D3,2023,111|2|3-0,111,2,3,0,9,1.2222222222222223
D3,2023,111|2|3-1,111,2,3,1,22,1.0454545454545454
D3,2023,111|2|3-2,111,2,3,2,43,0.7209302325581395
D3,2024,000|0|0-0,000,0,0,0,2846,0.7259311314125088
D3,2024,000|0|0-1,000,0,0,1,1263,0.7070467141726049
D3,2024,000|0|0-2,000,0,0,2,592,0.6097972972972973
D3,2024,000|0|1-0,000,0,1,0,1106,0.713381555153707
D3,2024,000|0|1-1,000,0,1,1,1069,0.715622076707203
D3,2024,000|0|1-2,000,0,1,2,927,0.6289104638619202
D3,2024,000|0|2-0,000,0,2,0,388,0.7989690721649485
D3,2024,000|0|2-1,000,0,2,1,580,0.8137931034482758
D3,2024,000|0|2-2,000,0,2,2,804,0.6629353233830846
D3,2024,000|0|3-0,000,0,3,0,134,0.9029850746268657
D3,2024,000|0|3-1,000,0,3,1,279,0.942652329749104
D3,2024,000|0|3-2,000,0,3,2,524,0.799618320610687
D3,2024,000|1|0-0,000,1,0,0,1737,0.3788140472078296
D3,2024,000|1|0-1,000,1,0,1,795,0.30566037735849055
D3,2024,000|1|0-2,000,1,0,2,369,0.2601626016260163
D3,2024,000|1|1-0,000,1,1,0,727,0.46354883081155435
D3,2024,000|1|1-1,000,1,1,1,675,0.33185185185185184
D3,2024,000|1|1-2,000,1,1,2,575,0.2852173913043478
D3,2024,000|1|2-0,000,1,2,0,281,0.5409252669039146
D3,2024,000|1|2-1,000,1,2,1,390,0.4307692307692308
D3,2024,000|1|2-2,000,1,2,2,540,0.3148148148148148
D3,2024,000|1|3-0,000,1,3,0,92,0.4782608695652174
D3,2024,000|1|3-1,000,1,3,1,181,0.5469613259668509
D3,2024,000|1|3-2,000,1,3,2,382,0.4397905759162304
D3,2024,000|2|0-0,000,2,0,0,1250,0.144
D3,2024,000|2|0-1,000,2,0,1,601,0.11647254575707154
D3,2024,000|2|0-2,000,2,0,2,304,0.0625
D3,2024,000|2|1-0,000,2,1,0,517,0.17988394584139264
D3,2024,000|2|1-1,000,2,1,1,469,0.1513859275053305
D3,2024,000|2|1-2,000,2,1,2,411,0.07542579075425791
D3,2024,000|2|2-0,000,2,2,0,205,0.22439024390243903
D3,2024,000|2|2-1,000,2,2,1,283,0.22614840989399293
D3,2024,000|2|2-2,000,2,2,2,360,0.09722222222222222
D3,2024,000|2|3-0,000,2,3,0,59,0.22033898305084745
D3,2024,000|2|3-1,000,2,3,1,139,0.3237410071942446
D3,2024,000|2|3-2,000,2,3,2,257,0.2529182879377432
D3,2024,001|0|0-0,001,0,0,0,19,1.631578947368421
D3,2024,001|0|0-1,001,0,0,1,7,1.5714285714285714
D3,2024,001|0|1-0,001,0,1,0,11,1.9090909090909092
D3,2024,001|0|1-1,001,0,1,1,12,1.3333333333333333
D3,2024,001|0|1-2,001,0,1,2,7,1.1428571428571428
D3,2024,001|0|2-1,001,0,2,1,5,1.4
D3,2024,001|0|2-2,001,0,2,2,9,1.1111111111111112
D3,2024,001|0|3-2,001,0,3,2,5,1.6
D3,2024,001|1|0-0,001,1,0,0,42,1.2380952380952381
D3,2024,001|1|0-1,001,1,0,1,11,1.0909090909090908
D3,2024,001|1|0-2,001,1,0,2,7,1.2857142857142858
D3,2024,001|1|1-0,001,1,1,0,23,1.0434782608695652
D3,2024,001|1|1-1,001,1,1,1,17,1.0588235294117647
D3,2024,001|1|1-2,001,1,1,2,9,1.3333333333333333
D3,2024,001|1|2-0,001,1,2,0,9,0.7777777777777778
D3,2024,001|1|2-1,001,1,2,1,12,0.8333333333333334
D3,2024,001|1|2-2,001,1,2,2,11,0.9090909090909091
D3,2024,001|1|3-0,001,1,3,0,3,1.3333333333333333
D3,2024,001|1|3-1,001,1,3,1,2,0.5
D3,2024,001|1|3-2,001,1,3,2,5,0.4
D3,2024,001|2|0-0,001,2,0,0,58,0.6551724137931034
D3,2024,001|2|0-1,001,2,0,1,26,0.5
D3,2024,001|2|0-2,001,2,0,2,10,0.3
D3,2024,001|2|1-0,001,2,1,0,27,0.8518518518518519
D3,2024,001|2|1-1,001,2,1,1,27,0.37037037037037035
D3,2024,001|2|1-2,001,2,1,2,18,0.2222222222222222
D3,2024,001|2|2-0,001,2,2,0,13,1.3076923076923077
D3,2024,001|2|2-1,001,2,2,1,21,0.38095238095238093
D3,2024,001|2|2-2,001,2,2,2,31,0.41935483870967744
D3,2024,001|2|3-0,001,2,3,0,2,5.0
D3,2024,001|2|3-1,001,2,3,1,9,1.2222222222222223
D3,2024,001|2|3-2,001,2,3,2,20,0.6
D3,2024,010|0|0-0,010,0,0,0,182,1.2912087912087913
D3,2024,010|0|0-1,010,0,0,1,76,1.118421052631579
D3,2024,010|0|0-2,010,0,0,2,45,1.2666666666666666
D3,2024,010|0|1-0,010,0,1,0,82,1.2439024390243902
D3,2024,010|0|1-1,010,0,1,1,77,1.2077922077922079
D3,2024,010|0|1-2,010,0,1,2,68,1.088235294117647
D3,2024,010|0|2-0,010,0,2,0,28,1.2142857142857142
D3,2024,010|0|2-1,010,0,2,1,44,1.3181818181818181
D3,2024,010|0|2-2,010,0,2,2,65,1.2923076923076924
D3,2024,010|0|3-0,010,0,3,0,9,2.111111111111111
D3,2024,010|0|3-1,010,0,3,1,17,1.1764705882352942
D3,2024,010|0|3-2,010,0,3,2,51,1.1568627450980393
D3,2024,010|1|0-0,010,1,0,0,325,0.796923076923077
D3,2024,010|1|0-1,010,1,0,1,168,0.7261904761904762
D3,2024,010|1|0-2,010,1,0,2,74,0.5135135135135135
D3,2024,010|1|1-0,010,1,1,0,145,0.9862068965517241
D3,2024,010|1|1-1,010,1,1,1,141,0.8865248226950354
D3,2024,010|1|1-2,010,1,1,2,145,0.7034482758620689
D3,2024,010|1|2-0,010,1,2,0,76,1.0789473684210527
D3,2024,010|1|2-1,010,1,2,1,75,1.0666666666666667
D3,2024,010|1|2-2,010,1,2,2,95,0.6526315789473685
D3,2024,010|1|3-0,010,1,3,0,30,0.9666666666666667
D3,2024,010|1|3-1,010,1,3,1,35,0.9714285714285714
D3,2024,010|1|3-2,010,1,3,2,68,0.8823529411764706
D3,2024,010|2|0-0,010,2,0,0,401,0.39650872817955113
D3,2024,010|2|0-1,010,2,0,1,194,0.3917525773195876
D3,2024,010|2|0-2,010,2,0,2,95,0.3157894736842105
D3,2024,010|2|1-0,010,2,1,0,182,0.3791208791208791
D3,2024,010|2|1-1,010,2,1,1,168,0.42857142857142855
D3,2024,010|2|1-2,010,2,1,2,140,0.29285714285714287
D3,2024,010|2|2-0,010,2,2,0,90,0.35555555555555557
D3,2024,010|2|2-1,010,2,2,1,105,0.4380952380952381
D3,2024,010|2|2-2,010,2,2,2,163,0.2392638036809816
D3,2024,010|2|3-0,010,2,3,0,37,0.5135135135135135
D3,2024,010|2|3-1,010,2,3,1,49,0.4897959183673469
D3,2024,010|2|3-2,010,2,3,2,103,0.36893203883495146
D3,2024,011|0|0-0,011,0,0,0,30,2.7
D3,2024,011|0|0-1,011,0,0,1,14,2.142857142857143
D3,2024,011|0|0-2,011,0,0,2,7,2.142857142857143
D3,2024,011|0|1-0,011,0,1,0,12,3.0
D3,2024,011|0|1-1,011,0,1,1,12,2.25
D3,2024,011|0|1-2,011,0,1,2,7,1.8571428571428572
D3,2024,011|0|2-0,011,0,2,0,5,3.4
D3,2024,011|0|2-1,011,0,2,1,8,4.125
D3,2024,011|0|2-2,011,0,2,2,6,2.8333333333333335
D3,2024,011|0|3-0,011,0,3,0,1,2.0
D3,2024,011|0|3-1,011,0,3,1,2,5.0
D3,2024,011|0|3-2,011,0,3,2,2,3.0
D3,2024,011|1|0-0,011,1,0,0,118,1.4576271186440677
D3,2024,011|1|0-1,011,1,0,1,51,1.3137254901960784
D3,2024,011|1|0-2,011,1,0,2,17,1.8235294117647058
D3,2024,011|1|1-0,011,1,1,0,54,1.4444444444444444
D3,2024,011|1|1-1,011,1,1,1,55,1.1272727272727272
D3,2024,011|1|1-2,011,1,1,2,31,1.096774193548387
D3,2024,011|1|2-0,011,1,2,0,21,1.380952380952381
D3,2024,011|1|2-1,011,1,2,1,29,1.2758620689655173
D3,2024,011|1|2-2,011,1,2,2,28,1.0357142857142858
D3,2024,011|1|3-0,011,1,3,0,8,1.625
D3,2024,011|1|3-1,011,1,3,1,14,1.0
D3,2024,011|1|3-2,011,1,3,2,12,1.75
D3,2024,011|2|0-0,011,2,0,0,100,0.56
D3,2024,011|2|0-1,011,2,0,1,39,0.38461538461538464
D3,2024,011|2|0-2,011,2,0,2,22,0.0
D3,2024,011|2|1-0,011,2,1,0,45,0.7333333333333333
D3,2024,011|2|1-1,011,2,1,1,36,0.8333333333333334
D3,2024,011|2|1-2,011,2,1,2,28,0.6071428571428571
D3,2024,011|2|2-0,011,2,2,0,18,0.2222222222222222
D3,2024,011|2|2-1,011,2,2,1,21,0.5714285714285714
D3,2024,011|2|2-2,011,2,2,2,25,0.32
D3,2024,011|2|3-0,011,2,3,0,9,0.2222222222222222
D3,2024,011|2|3-1,011,2,3,1,11,0.9090909090909091
D3,2024,011|2|3-2,011,2,3,2,13,0.23076923076923078
D3,2024,100|0|0-0,100,0,0,0,974,1.158110882956879
D3,2024,100|0|0-1,100,0,0,1,396,1.1363636363636365
D3,2024,100|0|0-2,100,0,0,2,187,1.0374331550802138
D3,2024,100|0|1-0,100,0,1,0,390,1.2692307692307692
D3,2024,100|0|1-1,100,0,1,1,303,1.174917491749175
D3,2024,100|0|1-2,100,0,1,2,267,0.9700374531835206
D3,2024,100|0|2-0,100,0,2,0,145,1.4
D3,2024,100|0|2-1,100,0,2,1,161,1.2298136645962734
D3,2024,100|0|2-2,100,0,2,2,194,1.2525773195876289
D3,2024,100|0|3-0,100,0,3,0,51,1.8235294117647058
D3,2024,100|0|3-1,100,0,3,1,72,1.5
D3,2024,100|0|3-2,100,0,3,2,121,1.3636363636363635
D3,2024,100|1|0-0,100,1,0,0,1088,0.7251838235294118
D3,2024,100|1|0-1,100,1,0,1,478,0.6694560669456067
D3,2024,100|1|0-2,100,1,0,2,222,0.46846846846846846
D3,2024,100|1|1-0,100,1,1,0,435,0.7839080459770115
D3,2024,100|1|1-1,100,1,1,1,371,0.6630727762803235
D3,2024,100|1|1-2,100,1,1,2,298,0.62751677852349
D3,2024,100|1|2-0,100,1,2,0,156,0.8333333333333334
D3,2024,100|1|2-1,100,1,2,1,203,0.6995073891625616
D3,2024,100|1|2-2,100,1,2,2,252,0.623015873015873
D3,2024,100|1|3-0,100,1,3,0,43,1.1162790697674418
D3,2024,100|1|3-1,100,1,3,1,76,0.9473684210526315
D3,2024,100|1|3-2,100,1,3,2,138,0.7971014492753623
D3,2024,100|2|0-0,100,2,0,0,1067,0.3177132146204311
D3,2024,100|2|0-1,100,2,0,1,467,0.2762312633832976
D3,2024,100|2|0-2,100,2,0,2,210,0.17142857142857143
D3,2024,100|2|1-0,100,2,1,0,423,0.3640661938534279
D3,2024,100|2|1-1,100,2,1,1,362,0.32320441988950277
D3,2024,100|2|1-2,100,2,1,2,288,0.1875
D3,2024,100|2|2-0,100,2,2,0,152,0.40131578947368424
D3,2024,100|2|2-1,100,2,2,1,212,0.42924528301886794
D3,2024,100|2|2-2,100,2,2,2,237,0.31645569620253167
D3,2024,100|2|3-0,100,2,3,0,65,0.3230769230769231
D3,2024,100|2|3-1,100,2,3,1,103,0.4368932038834951
D3,2024,100|2|3-2,100,2,3,2,187,0.5240641711229946
D3,2024,101|0|0-0,101,0,0,0,46,1.891304347826087
D3,2024,101|0|0-1,101,0,0,1,15,2.1333333333333333
D3,2024,101|0|0-2,101,0,0,2,6,2.5
D3,2024,101|0|1-0,101,0,1,0,20,1.8
D3,2024,101|0|1-1,101,0,1,1,13,2.3076923076923075
D3,2024,101|0|1-2,101,0,1,2,5,1.4
D3,2024,101|0|2-0,101,0,2,0,11,1.8181818181818181
D3,2024,101|0|2-1,101,0,2,1,13,1.3846153846153846
D3,2024,101|0|2-2,101,0,2,2,9,0.7777777777777778
D3,2024,101|0|3-0,101,0,3,0,4,3.5
D3,2024,101|0|3-1,101,0,3,1,8,2.125
D3,2024,101|0|3-2,101,0,3,2,8,2.0
D3,2024,101|1|0-0,101,1,0,0,78,1.1923076923076923
D3,2024,101|1|0-1,101,1,0,1,32,0.6875
D3,2024,101|1|0-2,101,1,0,2,24,0.3333333333333333
D3,2024,101|1|1-0,101,1,1,0,35,1.1142857142857143
D3,2024,101|1|1-1,101,1,1,1,37,1.054054054054054
D3,2024,101|1|1-2,101,1,1,2,32,1.0625
D3,2024,101|1|2-0,101,1,2,0,9,0.7777777777777778
D3,2024,101|1|2-1,101,1,2,1,17,0.5882352941176471
D3,2024,101|1|2-2,101,1,2,2,21,0.7142857142857143
D3,2024,101|1|3-0,101,1,3,0,6,2.0
D3,2024,101|1|3-1,101,1,3,1,7,1.4285714285714286
D3,2024,101|1|3-2,101,1,3,2,10,1.2
D3,2024,101|2|0-0,101,2,0,0,92,0.6086956521739131
D3,2024,101|2|0-1,101,2,0,1,41,0.5121951219512195
D3,2024,101|2|0-2,101,2,0,2,18,0.1111111111111111
D3,2024,101|2|1-0,101,2,1,0,43,0.6744186046511628
D3,2024,101|2|1-1,101,2,1,1,45,0.4666666666666667
D3,2024,101|2|1-2,101,2,1,2,39,0.358974358974359
D3,2024,101|2|2-0,101,2,2,0,17,1.3529411764705883
D3,2024,101|2|2-1,101,2,2,1,25,0.72
D3,2024,101|2|2-2,101,2,2,2,36,0.5833333333333334
D3,2024,101|2|3-0,101,2,3,0,3,2.0
D3,2024,101|2|3-1,101,2,3,1,14,1.1428571428571428
D3,2024,101|2|3-2,101,2,3,2,25,0.76
D3,2024,110|0|0-0,110,0,0,0,343,1.9825072886297377
D3,2024,110|0|0-1,110,0,0,1,131,1.9618320610687023
D3,2024,110|0|0-2,110,0,0,2,65,2.076923076923077
D3,2024,110|0|1-0,110,0,1,0,153,2.111111111111111
D3,2024,110|0|1-1,110,0,1,1,100,2.05
D3,2024,110|0|1-2,110,0,1,2,98,1.9795918367346939
D3,2024,110|0|2-0,110,0,2,0,48,2.2291666666666665
D3,2024,110|0|2-1,110,0,2,1,53,2.4150943396226414
D3,2024,110|0|2-2,110,0,2,2,76,1.9473684210526316
D3,2024,110|0|3-0,110,0,3,0,15,1.9333333333333333
D3,2024,110|0|3-1,110,0,3,1,30,2.4
D3,2024,110|0|3-2,110,0,3,2,48,1.8541666666666667
D3,2024,110|1|0-0,110,1,0,0,617,1.20097244732577
D3,2024,110|1|0-1,110,1,0,1,266,1.0488721804511278
D3,2024,110|1|0-2,110,1,0,2,119,0.8319327731092437
D3,2024,110|1|1-0,110,1,1,0,242,1.3388429752066116
D3,2024,110|1|1-1,110,1,1,1,216,1.1203703703703705
D3,2024,110|1|1-2,110,1,1,2,172,0.813953488372093
D3,2024,110|1|2-0,110,1,2,0,88,1.6818181818181819
D3,2024,110|1|2-1,110,1,2,1,118,1.3898305084745763
D3,2024,110|1|2-2,110,1,2,2,145,0.9379310344827586
D3,2024,110|1|3-0,110,1,3,0,36,2.0
D3,2024,110|1|3-1,110,1,3,1,61,1.721311475409836
D3,2024,110|1|3-2,110,1,3,2,78,1.8205128205128205
D3,2024,110|2|0-0,110,2,0,0,786,0.583969465648855
D3,2024,110|2|0-1,110,2,0,1,335,0.48656716417910445
D3,2024,110|2|0-2,110,2,0,2,156,0.42948717948717946
D3,2024,110|2|1-0,110,2,1,0,306,0.6339869281045751
D3,2024,110|2|1-1,110,2,1,1,282,0.5531914893617021
D3,2024,110|2|1-2,110,2,1,2,225,0.47555555555555556
D3,2024,110|2|2-0,110,2,2,0,118,0.6779661016949152
D3,2024,110|2|2-1,110,2,2,1,153,0.6470588235294118
D3,2024,110|2|2-2,110,2,2,2,201,0.4577114427860697
D3,2024,110|2|3-0,110,2,3,0,44,0.6590909090909091
D3,2024,110|2|3-1,110,2,3,1,66,0.9090909090909091
D3,2024,110|2|3-2,110,2,3,2,136,0.4264705882352941
D3,2024,111|0|0-0,111,0,0,0,116,2.7586206896551726
D3,2024,111|0|0-1,111,0,0,1,53,2.1132075471698113
D3,2024,111|0|0-2,111,0,0,2,27,1.7407407407407407
D3,2024,111|0|1-0,111,0,1,0,43,3.186046511627907
D3,2024,111|0|1-1,111,0,1,1,48,2.7083333333333335
D3,2024,111|0|1-2,111,0,1,2,38,2.0
D3,2024,111|0|2-0,111,0,2,0,15,3.4
D3,2024,111|0|2-1,111,0,2,1,25,3.28
D3,2024,111|0|2-2,111,0,2,2,41,2.658536585365854
D3,2024,111|0|3-0,111,0,3,0,7,3.7142857142857144
D3,2024,111|0|3-1,111,0,3,1,16,3.125
D3,2024,111|0|3-2,111,0,3,2,20,2.7
D3,2024,111|1|0-0,111,1,0,0,216,1.7962962962962963
D3,2024,111|1|0-1,111,1,0,1,102,1.7156862745098038
D3,2024,111|1|0-2,111,1,0,2,53,1.3584905660377358
D3,2024,111|1|1-0,111,1,1,0,81,1.9506172839506173
D3,2024,111|1|1-1,111,1,1,1,70,1.9285714285714286
D3,2024,111|1|1-2,111,1,1,2,68,1.4411764705882353
D3,2024,111|1|2-0,111,1,2,0,32,1.6875
D3,2024,111|1|2-1,111,1,2,1,39,1.8717948717948718
D3,2024,111|1|2-2,111,1,2,2,71,1.5352112676056338
D3,2024,111|1|3-0,111,1,3,0,9,1.6666666666666667
D3,2024,111|1|3-1,111,1,3,1,15,2.066666666666667
D3,2024,111|1|3-2,111,1,3,2,29,1.8620689655172413
D3,2024,111|2|0-0,111,2,0,0,265,0.8679245283018868
D3,2024,111|2|0-1,111,2,0,1,116,0.603448275862069
D3,2024,111|2|0-2,111,2,0,2,59,0.6271186440677966
D3,2024,111|2|1-0,111,2,1,0,126,1.0793650793650793
D3,2024,111|2|1-1,111,2,1,1,110,1.009090909090909
D3,2024,111|2|1-2,111,2,1,2,92,0.5760869565217391
D3,2024,111|2|2-0,111,2,2,0,48,0.9791666666666666
D3,2024,111|2|2-1,111,2,2,1,65,1.3692307692307693
D3,2024,111|2|2-2,111,2,2,2,65,0.5076923076923077
D3,2024,111|2|3-0,111,2,3,0,23,1.0434782608695652
D3,2024,111|2|3-1,111,2,3,1,31,1.7096774193548387
D3,2024,111|2|3-2,111,2,3,2,42,1.3571428571428572
D3,2025,000|0|0-0,000,0,0,0,3668,0.8148854961832062
D3,2025,000|0|0-1,000,0,0,1,1686,0.7153024911032029
D3,2025,000|0|0-2,000,0,0,2,737,0.5834464043419267
D3,2025,000|0|1-0,000,0,1,0,1505,0.8817275747508305
D3,2025,000|0|1-1,000,0,1,1,1441,0.8036086051353227
D3,2025,000|0|1-2,000,0,1,2,1193,0.6714165968147527
D3,2025,000|0|2-0,000,0,2,0,570,1.0280701754385966
D3,2025,000|0|2-1,000,0,2,1,814,0.9484029484029484
D3,2025,000|0|2-2,000,0,2,2,1028,0.7013618677042801
D3,2025,000|0|3-0,000,0,3,0,221,1.1266968325791855
D3,2025,000|0|3-1,000,0,3,1,407,1.1203931203931203
D3,2025,000|0|3-2,000,0,3,2,617,0.9124797406807131
D3,2025,000|1|0-0,000,1,0,0,2298,0.4046997389033943
D3,2025,000|1|0-1,000,1,0,1,1031,0.3375363724539282
D3,2025,000|1|0-2,000,1,0,2,525,0.23047619047619047
D3,2025,000|1|1-0,000,1,1,0,980,0.4775510204081633
D3,2025,000|1|1-1,000,1,1,1,851,0.3889541715628672
D3,2025,000|1|1-2,000,1,1,2,750,0.2733333333333333
D3,2025,000|1|2-0,000,1,2,0,387,0.6020671834625323
D3,2025,000|1|2-1,000,1,2,1,530,0.4811320754716981
D3,2025,000|1|2-2,000,1,2,2,665,0.39398496240601505
D3,2025,000|1|3-0,000,1,3,0,127,0.8188976377952756
D3,2025,000|1|3-1,000,1,3,1,278,0.6258992805755396
D3,2025,000|1|3-2,000,1,3,2,452,0.42035398230088494
D3,2025,000|2|0-0,000,2,0,0,1648,0.15230582524271843
D3,2025,000|2|0-1,000,2,0,1,776,0.14432989690721648
D3,2025,000|2|0-2,000,2,0,2,371,0.1105121293800539
D3,2025,000|2|1-0,000,2,1,0,678,0.17846607669616518
D3,2025,000|2|1-1,000,2,1,1,630,0.15079365079365079
D3,2025,000|2|1-2,000,2,1,2,564,0.09574468085106383
D3,2025,000|2|2-0,000,2,2,0,267,0.21348314606741572
D3,2025,000|2|2-1,000,2,2,1,371,0.1752021563342318
D3,2025,000|2|2-2,000,2,2,2,467,0.11777301927194861
